OBJECTID,UNIT_ID,LMS_ID,PARK_NAME,PARK_LBL,ACCESS_TYP,RPT_ACRES,GIS_ACRES,AGNCY_NAME,AGNCY_LEV,AGNCY_TYP,AGNCY_WEB,MNG_AGENCY,COGP_TYP,NDS_AN_TYP,NEEDS_ANLZ,TKIT_SUM,AMEN_RPT,PRKINF_CND,AM_OPNSP,AM_TRLS,TRLS_MI,TENIS,BSKTB,BASEB,SOCCR,MPFLD,FITZN,SK8PK,PCNIC,PLGND,POOLS,SPPAD,DGPRK,GYM,COMCT,SNRCT,RSTRM,TOTAL_GOOD,TOTAL_FAIR,TOTAL_POOR,TYPE,CENTER_LAT,CENTER_LON,ADDRESS,CITY,ZIP,HOURS,PHONES,IS_COUNTY,Shape__Area,Shape__Length
1567,14508,2614,Stoner Rec. Center,Stoner Rec. Ctr.,Open Access,8.657,8.65733519,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,6,1,3,0,1,0,1,0,2,1,0,0,1,1,0,0,11,4,2,Local Park,34.03811957,-118.4540707,1835  Stoner Ave,Los Angeles,90025,,(310) 479-7200,No,377112.0117,2460.10647
1584,14713,22843,Terrace Park,Alvarado Terrace Park,Open Access,0.912,0.91213155,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Poor,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Local Park,34.04487833,-118.2810692,1342 S. Alvarado Terrace,Los Angeles,90006,,(213) 485-4833,No,39732.28809,1028.931609
1588,14768,,Toberman Playground,Toberman Playground,Open Access,2.738,2.73823414,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,6,0,Local Park,34.03959322,-118.2792412,1725  Toberman St,Los Angeles,90015,,(213) 485-6896,No,119277.002,1543.562945
1589,14776,,Tommy Lasorda Field of Dreams,Tommy Lasorda Field of Dreams,Open Access,2.609,2.60942628,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,Local Park,34.09074963,-118.2595316,1901  Waterloo St,Los Angeles,90039,,(310) 548-7675,No,113666.1523,1602.154033
1593,14833,2586,Trinity Rec. Center,Trinity Rec. Ctr.,Open Access,2.228,2.22805747,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Poor,Present - Poor,None,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,1,Local Park,34.02422849,-118.2630139,517  25th St,Los Angeles,90011,,(213) 485-4195,No,97053.79492,1243.934928
1604,14970,,Van Ness Rec. Center,Van Ness Rec. Ctr.,Open Access,5.28,5.27985537,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,2,2,4,0,0,2,0,0,2,1,0,0,1,1,0,0,7,6,2,Local Park,33.98987204,-118.3182359,5720  2nd Ave,Los Angeles,90043,,(323) 296-1559,No,229989.583,2357.942064
1609,15009,23204,Vermont Square,Vermont Square,Open Access,3.663,3.663452,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Poor,Present - Fair,None,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,Local Park,34.00021248,-118.2965546,1248  47th St,Los Angeles,90037,,(323) 296-1559,No,159579.3311,2744.308866
1610,15012,73984,Ross Valencia Community Park,Ross Valencia Community Park,Open Access,0.088,0.08823202,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Park Node,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,34.04457345,-118.2121481,1st & Chicago St,Los Angeles,90033,,(213) 485-4833,No,3843.37207,310.3968795
1616,15079,2634,Vineyard Rec. Center,Vineyard Rec. Ctr.,Open Access,1.061,1.06119902,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Good,None,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,1,0,Local Park,34.02813933,-118.3463773,2942  Vineyard Ave,Los Angeles,90016,,(323) 732-2469,No,46225.64551,1080.251717
1617,15090,,Maguire Gardens,Maguire Gardens,Open Access,1.643,1.64319556,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,34.0509123,-118.2560178,S Flower St   ,Los Angeles,90071,,(213) 202-2699,No,71577.31445,1274.932024
1619,15135,2605,Wabash Rec. Center,Wabash Rec. Ctr.,Restricted Access,1.871,1.87083612,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Poor,Present - Fair,None,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,2,Local Park,34.05107668,-118.1978709,2765  Wabash Ave,Los Angeles,90033,,(323) 262-6534,No,81493.2959,1153.398997
1621,15153,,Central Rec. Center,Central Rec. Ctr.,Open Access,1.652,1.65204812,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,2,1,Local Park,34.02078973,-118.2509623,1357  22nd St,Los Angeles,90011,,(213) 485-4435,No,71962.92773,1235.246859
1635,15279,23919,Westchester Golf Course,Westchester GC,Open Access,90.215,90.21854085,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,33.95655245,-118.40995,6900 W Manchester Ave,Los Angeles,90045,,,No,3929903.925,9407.427575
1637,15287,2174,Westchester Rec. Center,Westchester Rec. Ctr.,Open Access,27.507,27.50778129,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,8,1,3,0,1,0,1,0,1,1,0,0,2,0,1,0,11,6,2,Local Park,33.95840068,-118.4156764,7000  Manchester Ave,Los Angeles,90045,,(310) 670-7473,No,1198234.156,4679.656952
1642,15323,23059,Westwood Park,Westwood Park,Open Access,26.694,26.6935311,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,8,2,4,1,1,0,0,0,2,1,0,0,2,0,0,2,18,2,3,Local Park,34.05287012,-118.4470099,1350  Sepulveda Blvd,Los Angeles,90025,,(310) 473-3610,No,1162765.563,6386.741534
1652,15454,73903,Woodbine Park,Woodbine Park,Open Access,1.166,1.16559632,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,Local Park,34.02784497,-118.4084519,3409  Vinton Ave,Los Angeles,90034,,(310) 836-1040,No,50773.17188,913.5058118
1657,15505,58711,Yosemite Rec. Center,Yosemite Rec. Ctr.,Open Access,10.005,10.00448834,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Good,None,0,2,2,2,0,0,0,0,1,1,1,0,0,1,1,0,0,7,4,0,Local Park,34.13205911,-118.2077082,1840  Yosemite Dr,Los Angeles,90041,,(323) 257-1644,No,435793.7695,3056.860456
1665,15687,22988,Chesterfield Square,Chesterfield Square,Open Access,1.893,1.89258363,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Poor,None,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,Local Park,33.99277042,-118.3132107,1950  54th St,Los Angeles,90062,,(323) 233-4772,No,82440.61328,1155.161546
1666,15706,2199,Cheviot Hills Park and Rec. Center,Cheviot Hills Park and Rec. Ctr.,Open Access,34.159,34.15917097,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,14,1,5,0,1,0,0,0,1,1,0,0,2,0,0,0,15,8,2,Local Park,34.0456329,-118.4089366,2551  Motor Ave,Los Angeles,90064,,(310) 837-5186,No,1487967.535,6097.481585
1667,15711,22921,Chevy Chase Park,Chevy Chase Park,Open Access,1.18,1.18027006,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,3,0,Local Park,34.13387131,-118.2666859,4165  Chevy Chase Dr,Los Angeles,90039,,(213) 485-4867,No,51412.35742,941.3989319
1673,16942,,Alpine Park,Alpine Park,Open Access,0.451,0.45141197,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.06415282,-118.2406435,817 Yale St,Los Angeles,90012,,,No,19663.42676,620.4318171
1679,17486,73824,Angeles Mesa Park,Angeles Mesa Park,Open Access,0.155,0.15487172,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Park Node,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Local Park,34.00020512,-118.325436,4726  8th Ave,Los Angeles,90043,,(310) 548-7675,No,6746.185547,369.8036214
1684,17756,3000037,City Terrace Park,City Terrace Park,Open Access,15.445,15.44517279,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Fair,None,0,1,1,2,0,1,1,0,1,2,1,1,0,1,1,0,1,4,8,1,Local Park,34.04919867,-118.1784429,1126 N. Hazard Ave.,Los Angeles,90063,"Hours of Operations
6:30 a.m to 9:00 p.m.
Monday – Sunday",General: (323) 260-2371; Pool: (323) 260-2376,Yes,672789.0313,3573.188204
1686,17796,23244,Cleland Ave Bicentennial Park,Cleland Ave Bicentennial Park,Open Access,0.921,0.92067606,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Local Park,34.11343271,-118.2121168,4800  Cleland Ave,Los Angeles,90065,,(323) 255-0370,No,40104.49707,1366.050799
1690,17978,23112,Julian C. Dixon Park,Julian C. Dixon Park,Open Access,0.961,0.96111232,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Fair,None,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,Local Park,33.99918258,-118.2867186,4800  Hoover St,Los Angeles,90037,,(323) 233-4772,No,41865.88477,851.2535681
1693,18149,2593,Seoul International Park,Seoul International Park,Open Access,3.064,3.06437715,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Good,None,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,3,2,0,Local Park,34.05360764,-118.3010905,3250  San Marino St,Los Angeles,90006,,(213) 383-7549,No,133483.7354,1598.743083
1701,18319,23024,Culver West Park,Culver West Park,Open Access,3.125,3.124684,"Culver City, City of",City,City Agency,http://www.culvercity.org/Home/Government/PRCS,"Culver City, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Good,0.3,1,1,1,0,1,0,0,1,2,0,0,0,0,1,0,2,7,2,1,Local Park,33.99330369,-118.4338941,4162 Wade St,Los Angeles,90066,,,No,136110.6895,1678.474388
1702,18332,47644,Cypress Recreation Center,Cypress Rec. Ctr.,Restricted Access,3.489,3.48924929,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,8,0,Local Park,34.08900866,-118.2254987,2630  Pepper Ave,Los Angeles,90065,,(213) 485-5384,No,151991.0947,1673.569392
1704,18404,23036,De Longpre Park,De Longpre Park,Open Access,1.372,1.37220221,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Local Park,34.09577961,-118.3347355,1350  Cherokee Ave,Los Angeles,90028,,(213) 847-3599,No,59772.88965,979.421466
1705,18414,22909,De Neve Square,De Neve Square,Open Access,1.051,1.05065273,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,34.08469306,-118.4347947,314  Beverly Glen ,Los Angeles,90077,,(310) 840-2186,No,45766.24902,929.8902515
1715,18556,,Denker Rec. Center,Denker Rec. Ctr.,Open Access,1.757,1.75749903,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,4,1,Local Park,34.02322909,-118.303595,1550  35th Pl,Los Angeles,90018,,(323) 733-8367,No,76556.35059,1205.796738
1726,18875,,Gramercy Park,Gramercy Park,Open Access,0.059,0.05892761,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.03392003,-118.3124031,Gramercy Park,Los Angeles,90018,,,No,2566.875977,200.5650596
1727,18911,23222,Echo Park,Echo Park,Open Access,26.714,26.71402111,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,6,2,1,0,1,0,0,1,3,1,0,0,1,1,0,2,5,13,1,Local Park,34.07286319,-118.2604624,1632  Bellevue Ave,Los Angeles,90026,,(213) 250-3578,No,1163658.106,7251.595958
1817,20631,23454,Rosewood Park (City of Commerce),Rosewood Park,Open Access,5.651,5.6506892,"Cerritos, City of",City,City Agency,http://www.ci.cerritos.ca.us/,"Commerce, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,2,1,0,1,3,0,6,1,3,0,0,0,1,0,1,19,0,0,Local Park,34.0023268,-118.1554335,5600 Harbor St,Los Angeles,90040,,,No,246143.0371,2126.362212
1891,24514,73858,Juntos Park,Juntos Park,Open Access,1.638,1.63800955,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,Local Park,34.11864136,-118.2460594,3135  Drew St,Los Angeles,90065,,(213) 485-1310,No,71351.41406,1180.922586
1892,24515,73861,Latham Park,Latham Park,Open Access,0.193,0.19289031,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Park Node,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Local Park,33.99459577,-118.2511982,Latham St,Los Angeles,90011,,(213) 346-7395,No,8402.268555,373.8578936
1893,24516,73871,Mascot Park,Mascot Park,Open Access,0.171,0.1710621,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.04096638,-118.3417939,4665 Pickford St,Los Angeles,90019,,,No,7451.435547,452.7205226
1895,24518,73960,Washington Irvin Pocket Park,Washington Irvin Pocket Park,Open Access,0.127,0.12660485,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Park Node,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,34.04015351,-118.328585,4103  Washington Blvd,Los Angeles,90018,,(310) 548-7675,No,5514.884766,324.4124764
1909,24536,3000151,Saybrook Park,Saybrook Park,Open Access,4.826,4.82567894,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park < 5 Acres,Yes,Yes,Yes,Good,Fair,None,0,1,2,1,0,1,1,0,1,2,0,0,0,0,1,0,1,0,10,0,Local Park,34.01328801,-118.1366865,6250 E. Northside Dr.,Los Angeles,90022,"Hours of Operations
6:30 a.m to 9:00 p.m.
Monday – Sunday",General: (323) 724-8546,Yes,210205.7168,1925.648385
1913,25041,3000112,Monteith Parkway,Monteith Parkway,Open Access,0.6,0.64279997,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Pocket,Park < 5 Acres,Yes,Yes,Yes,Good,Fair,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,33.99902491,-118.3373353,4616 S. Mullen Ave.,Los Angeles,90043,"Hours of Operations
6:30 a.m to 8:00 p.m.
Monday – Sunday",General: (310) 965-8608,Yes,28000.25391,724.6720723
1914,25043,,Green Meadows Rec. Center,Green Meadows Rec. Ctr,Open Access,7.637,7.63687104,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Poor,Present - Poor,Present - Fair,0,2,2,1,0,0,0,0,0,3,1,0,0,0,1,0,1,2,6,3,Local Park,33.95603202,-118.2673177,431  89th St,Los Angeles,90003,,(323) 565-4242,No,332660.7744,3027.815603
1916,25048,,Ela Park,Ela Park,Open Access,3.701,3.70072332,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.07772191,-118.2062768,6000 N Figueroa St,Los Angeles,90031,,,No,161202.8643,4284.286561
1917,25050,2626,State Street Rec. Center,State Street Rec. Ctr.,Open Access,2.617,2.61718886,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,3,2,2,Local Park,34.05277959,-118.2124774,716  State St,Los Angeles,90033,,(213) 847-2790,No,114004.2881,1433.203708
1928,25933,73855,Hope and Peace Park,Hope and Peace Park,Open Access,0.568,0.56817403,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,None,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,4,1,Local Park,34.05279209,-118.2766672,843  Bonnie Brae St,Los Angeles,90057,,(213) 747-1872,No,24749.56055,629.6923866
1929,25934,73910,Seily Rodriguez Park,Seily Rodriguez Park,Open Access,0.344,0.34448007,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Good,Present - Good,None,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,Local Park,34.09306414,-118.3139933,5707  Lexington Ave,Los Angeles,90038,,(213) 847-3601,No,15005.49121,500.0653764
1934,25948,73834,Central Avenue Jazz Park,Central Avenue Jazz Park,Open Access,0.189,0.18946598,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Park Node,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Poor,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Local Park,34.00681687,-118.2561061,Central Ave,Los Angeles,90011,,(323) 233-4772,No,8253.105469,410.8198088
1937,25951,73829,Budd Wiener Park,Budd Wiener Park,Open Access,0.787,0.78704356,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Fair,Present - Fair,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,34.0980861,-118.1838366,4301  Via Marisol ,Los Angeles,90042,,(323) 225-3329,No,34283.47754,772.4257412
1942,28327,,Natural Park,Natural Park,Open Access,0.412,0.41149589,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.10683955,-118.245974,100 N Toluca St,Los Angeles,90039,,,No,17924.69043,543.4986802
1943,28328,,Marsh Street Skate Park,Marsh Street Skate Park,Open Access,0.292,0.29207691,Santa Monica Mountains Conservancy,State,State Agency,http://www.smmc.ca.gov,Los Angeles Neighborhood Land Trust,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.10664873,-118.2466294,2937 Marsh St,Los Angeles,90039,,,No,12722.81934,456.8938227
1965,29604,,Arroyo Seco (No Public Access),Arroyo Seco,No Public Access,16.463,16.46252424,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.08369292,-118.2197717,6145 N Figueroa St,Los Angeles,90031,,,No,717104.6982,14237.16793
1969,31212,,Los Angeles SHP,Los Angeles SHP,Open Access,32.022,32.02216931,California Department of Parks and Recreation,State,State Agency,http://www.parks.ca.gov/,California Department of Parks and Recreation,Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,34.06860065,-118.2312333,1245 N Spring St,Los Angeles,90012,,,No,1394880.119,7755.377428
1973,35005,73848,Exposition Park Rose Garden,Exposition Park Rose Garden,Open Access,10.394,10.3942352,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.0172785,-118.286085,701 State Dr,Los Angeles,90037,,,No,452771.0752,2779.903241
2016,36542,,Venice Hope Park,Venice Hope Park,Open Access,0.357,0.35698209,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles - Community Redevelopment Agency, City of",Pocket Park,Park < 5 Acres,Yes,Yes,Yes,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Local Park,34.03680102,-118.2678248,United States,Los Angeles,90015,,,No,15550.07813,510.9045472
2043,44278,,Vista Hermosa Park,Vista Hermosa Park,Open Access,6.837,6.83701278,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Neighborhood Park,Park 5 to 100 Acres,Yes,Yes,Yes,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Local Park,34.06206457,-118.2571199,100  Toluca St,Los Angeles,90026,,(213) 250-3578,No,297819.0791,3778.81766
2064,44425,,Belvedere Park Lake,Belvedere Park Lake,Open Access,17.956,17.95652941,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Los Angeles, County of",Community Park,Park 5 to 100 Acres,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.03488869,-118.158555,Belvedere Park Lake,Los Angeles,90022,,,No,782183.29,3614.23792
2078,44525,73966,Ascot Hills Park,Ascot Hills Park,Open Access,88.221,88.22024944,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Community Regional Park,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Present - Fair,Present - Good,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,Local Park,34.07321874,-118.1891377,4371  Multnomah St,Los Angeles,90032,,(323) 223-2764,No,3842858.692,9217.116877
2079,44526,,Rancho Park Municipal Golf Course,Rancho Park Municipal GC,Open Access,148.455,148.4552807,"Los Angeles, City of",City,City Agency,http://lacity.org/,"Los Angeles, City of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,34.04424195,-118.4130522,10460 West Pico Blvd,Los Angeles,90064,,,No,6466686.159,12422.03537
2080,44527,,Mandeville Canyon Park,Mandeville Canyon Park,Open Access,77.743,77.74096644,"Los Angeles, City of",City,City Agency,http://lacity.org/,Santa Monica Mountains Conservancy,Community Regional Park,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,34.09823167,-118.5081992,Los Angeles,Los Angeles,90049,,,No,3386382.928,9863.93977
2081,44627,,Ballona Wetlands Ecological Reserve,Ballona Wetlands ER,Restricted Access,11.91,11.91035766,California Department of Fish and Wildlife,State,State Agency,https://www.wildlife.ca.gov/,California Department of Fish and Wildlife,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,33.97801212,-118.4302917,Ballona Wetlands Ecological Reserve,Los Angeles,90066,,,No,518813.1055,12120.58797
